from_route_id,from_trip_id,from_stop_id,to_route_id,to_trip_id,to_stop_id,transfer_type
L1,L1-I-L-M02,LE-L1-V1,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-I-L-M03,LE-L1-V1,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-I-L-M04,LE-L1-V1,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-I-L-M05,LE-L1-V1,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-I-L-M06,LE-L1-V1,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-I-S-M07,LE-L1-V1,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-I-D-M08,LE-L1-V1,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-R-L-M01,LE-L1-V2,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-R-L-M02,LE-L1-V2,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-R-L-M03,LE-L1-V2,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-R-L-M04,LE-L1-V2,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-R-L-M05,LE-L1-V2,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-R-L-M06,LE-L1-V2,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-R-S-M07,LE-L1-V2,L6,L6-R-L-M06,LEN-L6-V2,0
L1,L1-R-D-M08,LE-L1-V2,L6,L6-R-L-M06,LEN-L6-V2,0
L2R,L2R-I-L-M01,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2V,L2V-I-L-M01,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2R,L2R-I-L-M02,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2V,L2V-I-L-M02,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2,L2-I-L-M03,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2R,L2R-I-L-M04,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2V,L2V-I-L-M04,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2R,L2R-I-L-M05,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2V,L2V-I-L-M05,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2,L2-I-L-M06,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2,L2-I-S-M07,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2,L2-I-D-M08,FR-L2-V1,L6,L6-R-L-M06,FRA-L6-V2,0
L2R,L2R-R-L-M01,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2V,L2V-R-L-M01,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2R,L2R-R-L-M02,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2V,L2V-R-L-M02,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2,L2-R-L-M03,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2R,L2R-R-L-M04,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2V,L2V-R-L-M04,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2R,L2R-R-L-M05,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2V,L2V-R-L-M05,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2,L2-R-L-M06,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2,L2-R-S-M07,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L2,L2-R-D-M08,FR-L2-V2,L6,L6-R-L-M06,FRA-L6-V2,0
L3,L3-I-L-M01,NUN-L3-V1,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-I-L-M02,NUN-L3-V1,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-I-L-M03,NUN-L3-V1,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-I-L-M04,NUN-L3-V1,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-I-L-M05,NUN-L3-V1,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-I-L-M06,NUN-L3-V1,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-I-L-M07,NUN-L3-V1,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-I-S-M08,NUN-L3-V1,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-I-D-M09,NUN-L3-V1,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-R-L-M01,NUN-L3-V2,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-R-L-M02,NUN-L3-V2,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-R-L-M03,NUN-L3-V2,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-R-L-M04,NUN-L3-V2,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-R-L-M05,NUN-L3-V2,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-R-L-M06,NUN-L3-V2,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-R-L-M07,NUN-L3-V2,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-R-S-M08,NUN-L3-V2,L6,L6-R-L-M06,NUN-L6-V2,0
L3,L3-R-D-M09,NUN-L3-V2,L6,L6-R-L-M06,NUN-L6-V2,0
L5R,L5R-I-L-M01,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5V,L5V-I-L-M01,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5R,L5R-I-L-M02,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5V,L5V-I-L-M02,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5,L5-I-L-M03,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5R,L5R-I-L-M04,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5V,L5V-I-L-M04,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5R,L5R-I-L-M05,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5V,L5V-I-L-M05,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5,L5-I-L-M06,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5,L5-I-S-M07,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5,L5-I-D-M08,NUB-L5-V1,L6,L6-R-L-M06,NUB-L6-V2,0
L5R,L5R-R-L-M01,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5V,L5V-R-L-M01,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5R,L5R-R-L-M02,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5V,L5V-R-L-M02,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5,L5-R-L-M03,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5R,L5R-R-L-M04,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5V,L5V-R-L-M04,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5R,L5R-R-L-M05,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5V,L5V-R-L-M05,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5,L5-R-L-M06,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5,L5-R-S-M07,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L5,L5-R-D-M08,NUB-L5-V2,L6,L6-R-L-M06,NUB-L6-V2,0
L1,L1-I-L-M01,LE-L1-V1,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-I-L-M02,LE-L1-V1,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-I-L-M03,LE-L1-V1,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-I-L-M04,LE-L1-V1,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-I-L-M05,LE-L1-V1,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-I-L-M06,LE-L1-V1,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-I-S-M07,LE-L1-V1,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-I-D-M08,LE-L1-V1,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-R-L-M01,LE-L1-V2,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-R-L-M02,LE-L1-V2,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-R-L-M03,LE-L1-V2,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-R-L-M04,LE-L1-V2,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-R-L-M05,LE-L1-V2,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-R-L-M06,LE-L1-V2,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-R-S-M07,LE-L1-V2,L6,L6-I-L-M02,LEN-L6-V1,0
L1,L1-R-D-M08,LE-L1-V2,L6,L6-I-L-M02,LEN-L6-V1,0
L2R,L2R-I-L-M01,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2V,L2V-I-L-M01,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2R,L2R-I-L-M02,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2V,L2V-I-L-M02,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2,L2-I-L-M03,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2R,L2R-I-L-M04,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2V,L2V-I-L-M04,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2R,L2R-I-L-M05,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2V,L2V-I-L-M05,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2,L2-I-L-M06,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2,L2-I-S-M07,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2,L2-I-D-M08,FR-L2-V1,L6,L6-I-L-M02,FRA-L6-V1,0
L2R,L2R-R-L-M01,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2V,L2V-R-L-M01,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2R,L2R-R-L-M02,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2V,L2V-R-L-M02,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2,L2-R-L-M03,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2R,L2R-R-L-M04,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2V,L2V-R-L-M04,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2R,L2R-R-L-M05,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2V,L2V-R-L-M05,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2,L2-R-L-M06,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2,L2-R-S-M07,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L2,L2-R-D-M08,FR-L2-V2,L6,L6-I-L-M02,FRA-L6-V1,0
L3,L3-I-L-M01,NUN-L3-V1,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-I-L-M02,NUN-L3-V1,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-I-L-M03,NUN-L3-V1,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-I-L-M04,NUN-L3-V1,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-I-L-M05,NUN-L3-V1,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-I-L-M06,NUN-L3-V1,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-I-L-M07,NUN-L3-V1,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-I-S-M08,NUN-L3-V1,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-I-D-M09,NUN-L3-V1,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-R-L-M01,NUN-L3-V2,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-R-L-M02,NUN-L3-V2,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-R-L-M03,NUN-L3-V2,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-R-L-M04,NUN-L3-V2,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-R-L-M05,NUN-L3-V2,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-R-L-M06,NUN-L3-V2,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-R-L-M07,NUN-L3-V2,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-R-S-M08,NUN-L3-V2,L6,L6-I-L-M02,NUN-L6-V1,0
L3,L3-R-D-M09,NUN-L3-V2,L6,L6-I-L-M02,NUN-L6-V1,0
L5R,L5R-I-L-M01,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5V,L5V-I-L-M01,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5R,L5R-I-L-M02,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5V,L5V-I-L-M02,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5,L5-I-L-M03,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5R,L5R-I-L-M04,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5V,L5V-I-L-M04,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5R,L5R-I-L-M05,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5V,L5V-I-L-M05,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5,L5-I-L-M06,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5,L5-I-S-M07,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5,L5-I-D-M08,NUB-L5-V1,L6,L6-I-L-M02,NUB-L6-V1,0
L5R,L5R-R-L-M01,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5V,L5V-R-L-M01,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5R,L5R-R-L-M02,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5V,L5V-R-L-M02,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5,L5-R-L-M03,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5R,L5R-R-L-M04,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5V,L5V-R-L-M04,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5R,L5R-R-L-M05,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5V,L5V-R-L-M05,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5,L5-R-L-M06,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5,L5-R-S-M07,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L5,L5-R-D-M08,NUB-L5-V2,L6,L6-I-L-M02,NUB-L6-V1,0
L1,L1-I-L-M01,LE-L1-V1,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-I-L-M02,LE-L1-V1,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-I-L-M03,LE-L1-V1,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-I-L-M04,LE-L1-V1,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-I-L-M05,LE-L1-V1,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-I-L-M06,LE-L1-V1,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-I-S-M07,LE-L1-V1,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-I-D-M08,LE-L1-V1,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-R-L-M01,LE-L1-V2,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-R-L-M02,LE-L1-V2,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-R-L-M03,LE-L1-V2,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-R-L-M04,LE-L1-V2,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-R-L-M05,LE-L1-V2,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-R-L-M06,LE-L1-V2,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-R-S-M07,LE-L1-V2,L6,L6-R-L-M02,LEN-L6-V2,0
L1,L1-R-D-M08,LE-L1-V2,L6,L6-R-L-M02,LEN-L6-V2,0
L2R,L2R-I-L-M01,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2V,L2V-I-L-M01,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2R,L2R-I-L-M02,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2V,L2V-I-L-M02,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2,L2-I-L-M03,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2R,L2R-I-L-M04,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2V,L2V-I-L-M04,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2R,L2R-I-L-M05,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2V,L2V-I-L-M05,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2,L2-I-L-M06,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2,L2-I-S-M07,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2,L2-I-D-M08,FR-L2-V1,L6,L6-R-L-M02,FRA-L6-V2,0
L2R,L2R-R-L-M01,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2V,L2V-R-L-M01,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2R,L2R-R-L-M02,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2V,L2V-R-L-M02,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2,L2-R-L-M03,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2R,L2R-R-L-M04,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2V,L2V-R-L-M04,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2R,L2R-R-L-M05,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2V,L2V-R-L-M05,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2,L2-R-L-M06,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2,L2-R-S-M07,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L2,L2-R-D-M08,FR-L2-V2,L6,L6-R-L-M02,FRA-L6-V2,0
L3,L3-I-L-M01,NUN-L3-V1,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-I-L-M02,NUN-L3-V1,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-I-L-M03,NUN-L3-V1,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-I-L-M04,NUN-L3-V1,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-I-L-M05,NUN-L3-V1,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-I-L-M06,NUN-L3-V1,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-I-L-M07,NUN-L3-V1,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-I-S-M08,NUN-L3-V1,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-I-D-M09,NUN-L3-V1,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-R-L-M01,NUN-L3-V2,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-R-L-M02,NUN-L3-V2,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-R-L-M03,NUN-L3-V2,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-R-L-M04,NUN-L3-V2,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-R-L-M05,NUN-L3-V2,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-R-L-M06,NUN-L3-V2,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-R-L-M07,NUN-L3-V2,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-R-S-M08,NUN-L3-V2,L6,L6-R-L-M02,NUN-L6-V2,0
L3,L3-R-D-M09,NUN-L3-V2,L6,L6-R-L-M02,NUN-L6-V2,0
L5R,L5R-I-L-M01,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5V,L5V-I-L-M01,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5R,L5R-I-L-M02,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5V,L5V-I-L-M02,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5,L5-I-L-M03,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5R,L5R-I-L-M04,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5V,L5V-I-L-M04,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5R,L5R-I-L-M05,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5V,L5V-I-L-M05,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5,L5-I-L-M06,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5,L5-I-S-M07,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5,L5-I-D-M08,NUB-L5-V1,L6,L6-R-L-M02,NUB-L6-V2,0
L5R,L5R-R-L-M01,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5V,L5V-R-L-M01,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5R,L5R-R-L-M02,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5V,L5V-R-L-M02,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5,L5-R-L-M03,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5R,L5R-R-L-M04,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5V,L5V-R-L-M04,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5R,L5R-R-L-M05,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5V,L5V-R-L-M05,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5,L5-R-L-M06,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5,L5-R-S-M07,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L5,L5-R-D-M08,NUB-L5-V2,L6,L6-R-L-M02,NUB-L6-V2,0
L1,L1-I-L-M01,LE-L1-V1,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-I-L-M02,LE-L1-V1,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-I-L-M03,LE-L1-V1,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-I-L-M04,LE-L1-V1,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-I-L-M05,LE-L1-V1,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-I-L-M06,LE-L1-V1,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-I-S-M07,LE-L1-V1,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-I-D-M08,LE-L1-V1,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-R-L-M01,LE-L1-V2,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-R-L-M02,LE-L1-V2,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-R-L-M03,LE-L1-V2,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-R-L-M04,LE-L1-V2,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-R-L-M05,LE-L1-V2,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-R-L-M06,LE-L1-V2,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-R-S-M07,LE-L1-V2,L6,L6-I-D-M08,LEN-L6-V1,0
L1,L1-R-D-M08,LE-L1-V2,L6,L6-I-D-M08,LEN-L6-V1,0
L2R,L2R-I-L-M01,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2V,L2V-I-L-M01,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2R,L2R-I-L-M02,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2V,L2V-I-L-M02,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2,L2-I-L-M03,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2R,L2R-I-L-M04,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2V,L2V-I-L-M04,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2R,L2R-I-L-M05,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2V,L2V-I-L-M05,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2,L2-I-L-M06,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2,L2-I-S-M07,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2,L2-I-D-M08,FR-L2-V1,L6,L6-I-D-M08,FRA-L6-V1,0
L2R,L2R-R-L-M01,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2V,L2V-R-L-M01,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2R,L2R-R-L-M02,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2V,L2V-R-L-M02,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2,L2-R-L-M03,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2R,L2R-R-L-M04,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2V,L2V-R-L-M04,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2R,L2R-R-L-M05,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2V,L2V-R-L-M05,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2,L2-R-L-M06,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2,L2-R-S-M07,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L2,L2-R-D-M08,FR-L2-V2,L6,L6-I-D-M08,FRA-L6-V1,0
L3,L3-I-L-M01,NUN-L3-V1,L6,L6-I-D-M08,NUN-L6-V1,0
L3,L3-I-L-M02,NUN-L3-V1,L6,L6-I-D-M08,NUN-L6-V1,0
L3,L3-I-L-M03,NUN-L3-V1,L6,L6-I-D-M08,NUN-L6-V1,0
L3,L3-I-L-M04,NUN-L3-V1,L6,L6-I-D-M08,NUN-L6-V1,0
